well_name,route,production_method,asset_type,date,check_type
well 11,route 2,comp,well/pad,2023-03-27,check
well 12,route 2,comp,well/pad,2023-03-27,check
well 20,route 2,rod-lift,well/pad,2023-03-27,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-03-27,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-03-27,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-03-27,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-03-27,"check, validate"
well 43,route 2,comp,well/pad,2023-03-27,check
well 49,route 2,comp,well/pad,2023-03-27,check
well 50,route 2,comp,well/pad,2023-03-27,check
asset 0,route 2,,ip_mp_fm,2023-03-28,check
asset 1,route 2,,ip_mp_fm,2023-03-28,check
asset 6,route 2,,ip_mp_fm,2023-03-28,check
asset 7,route 2,,ip_mp_fm,2023-03-28,check
asset 8,route 2,,ip_pad,2023-03-28,check
asset 0,route 2,,ip_mp_fm,2023-03-29,check
asset 1,route 2,,ip_mp_fm,2023-03-29,check
asset 6,route 2,,ip_mp_fm,2023-03-29,check
asset 7,route 2,,ip_mp_fm,2023-03-29,check
asset 8,route 2,,ip_pad,2023-03-29,check
asset 0,route 2,,ip_mp_fm,2023-03-30,"check, validate"
asset 1,route 2,,ip_mp_fm,2023-03-30,"check, validate"
asset 6,route 2,,ip_mp_fm,2023-03-30,"check, validate"
asset 7,route 2,,ip_mp_fm,2023-03-30,"check, validate"
asset 8,route 2,,ip_pad,2023-03-30,"check, validate, calibrate"
well 1,route 2,gas-lift,well/pad,2023-03-30,"check, validate"
well 10,route 2,esp,well/pad,2023-03-30,"check, validate"
well 11,route 2,comp,well/pad,2023-03-30,"check, validate"
well 12,route 2,comp,well/pad,2023-03-30,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-03-30,"check, validate"
well 20,route 2,rod-lift,well/pad,2023-03-30,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-03-30,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-03-30,"check, validate"
well 24,route 2,plunger,well/pad,2023-03-30,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-03-30,"check, validate"
well 26,route 2,plunger,well/pad,2023-03-30,"check, validate"
well 30,route 2,plunger,well/pad,2023-03-30,"check, validate"
well 33,route 2,esp,well/pad,2023-03-30,"check, validate"
well 39,route 2,plunger,well/pad,2023-03-30,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-03-30,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-03-30,"check, validate"
well 43,route 2,comp,well/pad,2023-03-30,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-03-30,"check, validate"
well 49,route 2,comp,well/pad,2023-03-30,"check, validate"
well 50,route 2,comp,well/pad,2023-03-30,"check, validate"
well 51,route 2,plunger,well/pad,2023-03-30,"check, validate"
well 6,route 2,esp,well/pad,2023-03-30,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-03-30,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-03-31,check
asset 1,route 2,,ip_mp_fm,2023-03-31,check
asset 6,route 2,,ip_mp_fm,2023-03-31,check
asset 7,route 2,,ip_mp_fm,2023-03-31,check
asset 8,route 2,,ip_pad,2023-03-31,check
asset 0,route 2,,ip_mp_fm,2023-04-01,check
asset 1,route 2,,ip_mp_fm,2023-04-01,check
asset 6,route 2,,ip_mp_fm,2023-04-01,check
asset 7,route 2,,ip_mp_fm,2023-04-01,check
asset 8,route 2,,ip_pad,2023-04-01,check
asset 0,route 2,,ip_mp_fm,2023-04-02,check
asset 1,route 2,,ip_mp_fm,2023-04-02,check
asset 6,route 2,,ip_mp_fm,2023-04-02,check
asset 7,route 2,,ip_mp_fm,2023-04-02,check
asset 8,route 2,,ip_pad,2023-04-02,check
well 11,route 2,comp,well/pad,2023-04-02,check
well 12,route 2,comp,well/pad,2023-04-02,check
well 20,route 2,rod-lift,well/pad,2023-04-02,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-02,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-02,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-02,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-02,"check, validate"
well 43,route 2,comp,well/pad,2023-04-02,check
well 49,route 2,comp,well/pad,2023-04-02,check
well 50,route 2,comp,well/pad,2023-04-02,check
asset 0,route 2,,ip_mp_fm,2023-04-03,check
asset 1,route 2,,ip_mp_fm,2023-04-03,check
asset 6,route 2,,ip_mp_fm,2023-04-03,check
asset 7,route 2,,ip_mp_fm,2023-04-03,check
asset 8,route 2,,ip_pad,2023-04-03,check
asset 0,route 2,,ip_mp_fm,2023-04-04,check
asset 1,route 2,,ip_mp_fm,2023-04-04,check
asset 6,route 2,,ip_mp_fm,2023-04-04,check
asset 7,route 2,,ip_mp_fm,2023-04-04,check
asset 8,route 2,,ip_pad,2023-04-04,check
well 1,route 2,gas-lift,well/pad,2023-04-04,"check, validate"
well 10,route 2,esp,well/pad,2023-04-04,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-04-04,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-04,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-04,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-04,"check, validate"
well 33,route 2,esp,well/pad,2023-04-04,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-04,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-04,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-04-04,"check, validate"
well 51,route 2,plunger,well/pad,2023-04-04,"check, validate"
well 6,route 2,esp,well/pad,2023-04-04,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-04,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-05,check
asset 1,route 2,,ip_mp_fm,2023-04-05,check
asset 6,route 2,,ip_mp_fm,2023-04-05,check
asset 7,route 2,,ip_mp_fm,2023-04-05,check
asset 8,route 2,,ip_pad,2023-04-05,check
well 11,route 2,comp,well/pad,2023-04-05,check
well 12,route 2,comp,well/pad,2023-04-05,check
well 20,route 2,rod-lift,well/pad,2023-04-05,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-05,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-05,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-05,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-05,"check, validate"
well 43,route 2,comp,well/pad,2023-04-05,check
well 49,route 2,comp,well/pad,2023-04-05,check
well 50,route 2,comp,well/pad,2023-04-05,check
asset 0,route 2,,ip_mp_fm,2023-04-06,check
asset 1,route 2,,ip_mp_fm,2023-04-06,check
asset 6,route 2,,ip_mp_fm,2023-04-06,check
asset 7,route 2,,ip_mp_fm,2023-04-06,check
asset 8,route 2,,ip_pad,2023-04-06,check
asset 0,route 2,,ip_mp_fm,2023-04-07,check
asset 1,route 2,,ip_mp_fm,2023-04-07,check
asset 6,route 2,,ip_mp_fm,2023-04-07,check
asset 7,route 2,,ip_mp_fm,2023-04-07,check
asset 8,route 2,,ip_pad,2023-04-07,check
asset 0,route 2,,ip_mp_fm,2023-04-08,check
asset 1,route 2,,ip_mp_fm,2023-04-08,check
asset 6,route 2,,ip_mp_fm,2023-04-08,check
asset 7,route 2,,ip_mp_fm,2023-04-08,check
asset 8,route 2,,ip_pad,2023-04-08,check
well 11,route 2,comp,well/pad,2023-04-08,check
well 12,route 2,comp,well/pad,2023-04-08,check
well 20,route 2,rod-lift,well/pad,2023-04-08,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-08,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-08,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-08,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-08,"check, validate"
well 43,route 2,comp,well/pad,2023-04-08,check
well 49,route 2,comp,well/pad,2023-04-08,check
well 50,route 2,comp,well/pad,2023-04-08,check
asset 0,route 2,,ip_mp_fm,2023-04-09,check
asset 1,route 2,,ip_mp_fm,2023-04-09,check
asset 6,route 2,,ip_mp_fm,2023-04-09,check
asset 7,route 2,,ip_mp_fm,2023-04-09,check
asset 8,route 2,,ip_pad,2023-04-09,check
well 1,route 2,gas-lift,well/pad,2023-04-09,"check, validate"
well 10,route 2,esp,well/pad,2023-04-09,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-04-09,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-09,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-09,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-09,"check, validate"
well 33,route 2,esp,well/pad,2023-04-09,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-09,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-09,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-04-09,"check, validate"
well 51,route 2,plunger,well/pad,2023-04-09,"check, validate"
well 6,route 2,esp,well/pad,2023-04-09,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-09,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-10,check
asset 1,route 2,,ip_mp_fm,2023-04-10,check
asset 6,route 2,,ip_mp_fm,2023-04-10,check
asset 7,route 2,,ip_mp_fm,2023-04-10,check
asset 8,route 2,,ip_pad,2023-04-10,check
asset 0,route 2,,ip_mp_fm,2023-04-11,check
asset 1,route 2,,ip_mp_fm,2023-04-11,check
asset 6,route 2,,ip_mp_fm,2023-04-11,check
asset 7,route 2,,ip_mp_fm,2023-04-11,check
asset 8,route 2,,ip_pad,2023-04-11,check
well 11,route 2,comp,well/pad,2023-04-11,check
well 12,route 2,comp,well/pad,2023-04-11,check
well 20,route 2,rod-lift,well/pad,2023-04-11,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-11,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-11,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-11,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-11,"check, validate"
well 43,route 2,comp,well/pad,2023-04-11,check
well 49,route 2,comp,well/pad,2023-04-11,check
well 50,route 2,comp,well/pad,2023-04-11,check
asset 0,route 2,,ip_mp_fm,2023-04-12,check
asset 1,route 2,,ip_mp_fm,2023-04-12,check
asset 6,route 2,,ip_mp_fm,2023-04-12,check
asset 7,route 2,,ip_mp_fm,2023-04-12,check
asset 8,route 2,,ip_pad,2023-04-12,check
asset 0,route 2,,ip_mp_fm,2023-04-13,check
asset 1,route 2,,ip_mp_fm,2023-04-13,check
asset 6,route 2,,ip_mp_fm,2023-04-13,check
asset 7,route 2,,ip_mp_fm,2023-04-13,check
asset 8,route 2,,ip_pad,2023-04-13,check
asset 0,route 2,,ip_mp_fm,2023-04-14,check
asset 1,route 2,,ip_mp_fm,2023-04-14,check
asset 6,route 2,,ip_mp_fm,2023-04-14,check
asset 7,route 2,,ip_mp_fm,2023-04-14,check
asset 8,route 2,,ip_pad,2023-04-14,check
well 1,route 2,gas-lift,well/pad,2023-04-14,"check, validate"
well 10,route 2,esp,well/pad,2023-04-14,"check, validate"
well 11,route 2,comp,well/pad,2023-04-14,check
well 12,route 2,comp,well/pad,2023-04-14,check
well 19,route 2,gas-lift,well/pad,2023-04-14,"check, validate"
well 20,route 2,rod-lift,well/pad,2023-04-14,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-14,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-14,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-14,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-14,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-14,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-14,"check, validate"
well 33,route 2,esp,well/pad,2023-04-14,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-14,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-14,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-14,"check, validate"
well 43,route 2,comp,well/pad,2023-04-14,check
well 47,route 2,gas-lift,well/pad,2023-04-14,"check, validate"
well 49,route 2,comp,well/pad,2023-04-14,check
well 50,route 2,comp,well/pad,2023-04-14,check
well 51,route 2,plunger,well/pad,2023-04-14,"check, validate"
well 6,route 2,esp,well/pad,2023-04-14,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-14,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-15,check
asset 1,route 2,,ip_mp_fm,2023-04-15,check
asset 6,route 2,,ip_mp_fm,2023-04-15,check
asset 7,route 2,,ip_mp_fm,2023-04-15,check
asset 8,route 2,,ip_pad,2023-04-15,check
asset 0,route 2,,ip_mp_fm,2023-04-16,check
asset 1,route 2,,ip_mp_fm,2023-04-16,check
asset 6,route 2,,ip_mp_fm,2023-04-16,check
asset 7,route 2,,ip_mp_fm,2023-04-16,check
asset 8,route 2,,ip_pad,2023-04-16,check
asset 0,route 2,,ip_mp_fm,2023-04-17,check
asset 1,route 2,,ip_mp_fm,2023-04-17,check
asset 6,route 2,,ip_mp_fm,2023-04-17,check
asset 7,route 2,,ip_mp_fm,2023-04-17,check
asset 8,route 2,,ip_pad,2023-04-17,check
well 11,route 2,comp,well/pad,2023-04-17,check
well 12,route 2,comp,well/pad,2023-04-17,check
well 20,route 2,rod-lift,well/pad,2023-04-17,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-17,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-17,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-17,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-17,"check, validate"
well 43,route 2,comp,well/pad,2023-04-17,check
well 49,route 2,comp,well/pad,2023-04-17,check
well 50,route 2,comp,well/pad,2023-04-17,check
asset 0,route 2,,ip_mp_fm,2023-04-18,check
asset 1,route 2,,ip_mp_fm,2023-04-18,check
asset 6,route 2,,ip_mp_fm,2023-04-18,check
asset 7,route 2,,ip_mp_fm,2023-04-18,check
asset 8,route 2,,ip_pad,2023-04-18,check
asset 0,route 2,,ip_mp_fm,2023-04-19,check
asset 1,route 2,,ip_mp_fm,2023-04-19,check
asset 6,route 2,,ip_mp_fm,2023-04-19,check
asset 7,route 2,,ip_mp_fm,2023-04-19,check
asset 8,route 2,,ip_pad,2023-04-19,check
well 1,route 2,gas-lift,well/pad,2023-04-19,"check, validate"
well 10,route 2,esp,well/pad,2023-04-19,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-04-19,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-19,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-19,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-19,"check, validate"
well 33,route 2,esp,well/pad,2023-04-19,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-19,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-19,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-04-19,"check, validate"
well 51,route 2,plunger,well/pad,2023-04-19,"check, validate"
well 6,route 2,esp,well/pad,2023-04-19,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-19,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-20,check
asset 1,route 2,,ip_mp_fm,2023-04-20,check
asset 6,route 2,,ip_mp_fm,2023-04-20,check
asset 7,route 2,,ip_mp_fm,2023-04-20,check
asset 8,route 2,,ip_pad,2023-04-20,check
well 11,route 2,comp,well/pad,2023-04-20,check
well 12,route 2,comp,well/pad,2023-04-20,check
well 20,route 2,rod-lift,well/pad,2023-04-20,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-20,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-20,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-20,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-20,"check, validate"
well 43,route 2,comp,well/pad,2023-04-20,check
well 49,route 2,comp,well/pad,2023-04-20,check
well 50,route 2,comp,well/pad,2023-04-20,check
asset 0,route 2,,ip_mp_fm,2023-04-21,check
asset 1,route 2,,ip_mp_fm,2023-04-21,check
asset 6,route 2,,ip_mp_fm,2023-04-21,check
asset 7,route 2,,ip_mp_fm,2023-04-21,check
asset 8,route 2,,ip_pad,2023-04-21,check
asset 0,route 2,,ip_mp_fm,2023-04-22,check
asset 1,route 2,,ip_mp_fm,2023-04-22,check
asset 6,route 2,,ip_mp_fm,2023-04-22,check
asset 7,route 2,,ip_mp_fm,2023-04-22,check
asset 8,route 2,,ip_pad,2023-04-22,check
asset 0,route 2,,ip_mp_fm,2023-04-23,check
asset 1,route 2,,ip_mp_fm,2023-04-23,check
asset 6,route 2,,ip_mp_fm,2023-04-23,check
asset 7,route 2,,ip_mp_fm,2023-04-23,check
asset 8,route 2,,ip_pad,2023-04-23,check
well 11,route 2,comp,well/pad,2023-04-23,check
well 12,route 2,comp,well/pad,2023-04-23,check
well 20,route 2,rod-lift,well/pad,2023-04-23,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-23,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-23,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-23,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-23,"check, validate"
well 43,route 2,comp,well/pad,2023-04-23,check
well 49,route 2,comp,well/pad,2023-04-23,check
well 50,route 2,comp,well/pad,2023-04-23,check
asset 0,route 2,,ip_mp_fm,2023-04-24,check
asset 1,route 2,,ip_mp_fm,2023-04-24,check
asset 6,route 2,,ip_mp_fm,2023-04-24,check
asset 7,route 2,,ip_mp_fm,2023-04-24,check
asset 8,route 2,,ip_pad,2023-04-24,check
well 1,route 2,gas-lift,well/pad,2023-04-24,"check, validate"
well 10,route 2,esp,well/pad,2023-04-24,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-04-24,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-24,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-24,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-24,"check, validate"
well 33,route 2,esp,well/pad,2023-04-24,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-24,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-24,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-04-24,"check, validate"
well 51,route 2,plunger,well/pad,2023-04-24,"check, validate"
well 6,route 2,esp,well/pad,2023-04-24,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-24,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-25,check
asset 1,route 2,,ip_mp_fm,2023-04-25,check
asset 6,route 2,,ip_mp_fm,2023-04-25,check
asset 7,route 2,,ip_mp_fm,2023-04-25,check
asset 8,route 2,,ip_pad,2023-04-25,check
asset 0,route 2,,ip_mp_fm,2023-04-26,check
asset 1,route 2,,ip_mp_fm,2023-04-26,check
asset 6,route 2,,ip_mp_fm,2023-04-26,check
asset 7,route 2,,ip_mp_fm,2023-04-26,check
asset 8,route 2,,ip_pad,2023-04-26,check
well 11,route 2,comp,well/pad,2023-04-26,check
well 12,route 2,comp,well/pad,2023-04-26,check
well 20,route 2,rod-lift,well/pad,2023-04-26,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-26,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-26,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-26,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-26,"check, validate"
well 43,route 2,comp,well/pad,2023-04-26,check
well 49,route 2,comp,well/pad,2023-04-26,check
well 50,route 2,comp,well/pad,2023-04-26,check
asset 0,route 2,,ip_mp_fm,2023-04-27,check
asset 1,route 2,,ip_mp_fm,2023-04-27,check
asset 6,route 2,,ip_mp_fm,2023-04-27,check
asset 7,route 2,,ip_mp_fm,2023-04-27,check
asset 8,route 2,,ip_pad,2023-04-27,check
asset 0,route 2,,ip_mp_fm,2023-04-28,check
asset 1,route 2,,ip_mp_fm,2023-04-28,check
asset 6,route 2,,ip_mp_fm,2023-04-28,check
asset 7,route 2,,ip_mp_fm,2023-04-28,check
asset 8,route 2,,ip_pad,2023-04-28,check
asset 0,route 2,,ip_mp_fm,2023-04-29,"check, validate"
asset 1,route 2,,ip_mp_fm,2023-04-29,"check, validate"
asset 6,route 2,,ip_mp_fm,2023-04-29,"check, validate"
asset 7,route 2,,ip_mp_fm,2023-04-29,"check, validate"
asset 8,route 2,,ip_pad,2023-04-29,"check, validate, calibrate"
well 1,route 2,gas-lift,well/pad,2023-04-29,"check, validate"
well 10,route 2,esp,well/pad,2023-04-29,"check, validate"
well 11,route 2,comp,well/pad,2023-04-29,"check, validate"
well 12,route 2,comp,well/pad,2023-04-29,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-04-29,"check, validate"
well 20,route 2,rod-lift,well/pad,2023-04-29,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-04-29,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-04-29,"check, validate"
well 24,route 2,plunger,well/pad,2023-04-29,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-04-29,"check, validate"
well 26,route 2,plunger,well/pad,2023-04-29,"check, validate"
well 30,route 2,plunger,well/pad,2023-04-29,"check, validate"
well 33,route 2,esp,well/pad,2023-04-29,"check, validate"
well 39,route 2,plunger,well/pad,2023-04-29,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-04-29,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-04-29,"check, validate"
well 43,route 2,comp,well/pad,2023-04-29,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-04-29,"check, validate"
well 49,route 2,comp,well/pad,2023-04-29,"check, validate"
well 50,route 2,comp,well/pad,2023-04-29,"check, validate"
well 51,route 2,plunger,well/pad,2023-04-29,"check, validate"
well 6,route 2,esp,well/pad,2023-04-29,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-04-29,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-04-30,check
asset 1,route 2,,ip_mp_fm,2023-04-30,check
asset 6,route 2,,ip_mp_fm,2023-04-30,check
asset 7,route 2,,ip_mp_fm,2023-04-30,check
asset 8,route 2,,ip_pad,2023-04-30,check
asset 0,route 2,,ip_mp_fm,2023-05-01,check
asset 1,route 2,,ip_mp_fm,2023-05-01,check
asset 6,route 2,,ip_mp_fm,2023-05-01,check
asset 7,route 2,,ip_mp_fm,2023-05-01,check
asset 8,route 2,,ip_pad,2023-05-01,check
asset 0,route 2,,ip_mp_fm,2023-05-02,check
asset 1,route 2,,ip_mp_fm,2023-05-02,check
asset 6,route 2,,ip_mp_fm,2023-05-02,check
asset 7,route 2,,ip_mp_fm,2023-05-02,check
asset 8,route 2,,ip_pad,2023-05-02,check
well 11,route 2,comp,well/pad,2023-05-02,check
well 12,route 2,comp,well/pad,2023-05-02,check
well 20,route 2,rod-lift,well/pad,2023-05-02,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-05-02,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-05-02,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-05-02,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-05-02,"check, validate"
well 43,route 2,comp,well/pad,2023-05-02,check
well 49,route 2,comp,well/pad,2023-05-02,check
well 50,route 2,comp,well/pad,2023-05-02,check
asset 0,route 2,,ip_mp_fm,2023-05-03,check
asset 1,route 2,,ip_mp_fm,2023-05-03,check
asset 6,route 2,,ip_mp_fm,2023-05-03,check
asset 7,route 2,,ip_mp_fm,2023-05-03,check
asset 8,route 2,,ip_pad,2023-05-03,check
asset 0,route 2,,ip_mp_fm,2023-05-04,check
asset 1,route 2,,ip_mp_fm,2023-05-04,check
asset 6,route 2,,ip_mp_fm,2023-05-04,check
asset 7,route 2,,ip_mp_fm,2023-05-04,check
asset 8,route 2,,ip_pad,2023-05-04,check
well 1,route 2,gas-lift,well/pad,2023-05-04,"check, validate"
well 10,route 2,esp,well/pad,2023-05-04,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-05-04,"check, validate"
well 24,route 2,plunger,well/pad,2023-05-04,"check, validate"
well 26,route 2,plunger,well/pad,2023-05-04,"check, validate"
well 30,route 2,plunger,well/pad,2023-05-04,"check, validate"
well 33,route 2,esp,well/pad,2023-05-04,"check, validate"
well 39,route 2,plunger,well/pad,2023-05-04,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-05-04,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-05-04,"check, validate"
well 51,route 2,plunger,well/pad,2023-05-04,"check, validate"
well 6,route 2,esp,well/pad,2023-05-04,"check, validate"
well 8,route 2,gas-lift,well/pad,2023-05-04,"check, validate"
asset 0,route 2,,ip_mp_fm,2023-05-05,check
asset 1,route 2,,ip_mp_fm,2023-05-05,check
asset 6,route 2,,ip_mp_fm,2023-05-05,check
asset 7,route 2,,ip_mp_fm,2023-05-05,check
asset 8,route 2,,ip_pad,2023-05-05,check
well 11,route 2,comp,well/pad,2023-05-05,check
well 12,route 2,comp,well/pad,2023-05-05,check
well 20,route 2,rod-lift,well/pad,2023-05-05,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-05-05,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-05-05,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-05-05,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-05-05,"check, validate"
well 43,route 2,comp,well/pad,2023-05-05,check
well 49,route 2,comp,well/pad,2023-05-05,check
well 50,route 2,comp,well/pad,2023-05-05,check
asset 0,route 2,,ip_mp_fm,2023-05-06,check
asset 1,route 2,,ip_mp_fm,2023-05-06,check
asset 6,route 2,,ip_mp_fm,2023-05-06,check
asset 7,route 2,,ip_mp_fm,2023-05-06,check
asset 8,route 2,,ip_pad,2023-05-06,check
asset 0,route 2,,ip_mp_fm,2023-05-07,check
asset 1,route 2,,ip_mp_fm,2023-05-07,check
asset 6,route 2,,ip_mp_fm,2023-05-07,check
asset 7,route 2,,ip_mp_fm,2023-05-07,check
asset 8,route 2,,ip_pad,2023-05-07,check
asset 0,route 2,,ip_mp_fm,2023-05-08,check
asset 1,route 2,,ip_mp_fm,2023-05-08,check
asset 6,route 2,,ip_mp_fm,2023-05-08,check
asset 7,route 2,,ip_mp_fm,2023-05-08,check
asset 8,route 2,,ip_pad,2023-05-08,check
well 11,route 2,comp,well/pad,2023-05-08,check
well 12,route 2,comp,well/pad,2023-05-08,check
well 20,route 2,rod-lift,well/pad,2023-05-08,"check, validate"
well 21,route 2,rod-lift,well/pad,2023-05-08,"check, validate"
well 22,route 2,rod-lift,well/pad,2023-05-08,"check, validate"
well 25,route 2,rod-lift,well/pad,2023-05-08,"check, validate"
well 42,route 2,rod-lift,well/pad,2023-05-08,"check, validate"
well 43,route 2,comp,well/pad,2023-05-08,check
well 49,route 2,comp,well/pad,2023-05-08,check
well 50,route 2,comp,well/pad,2023-05-08,check
asset 0,route 2,,ip_mp_fm,2023-05-09,check
asset 1,route 2,,ip_mp_fm,2023-05-09,check
asset 6,route 2,,ip_mp_fm,2023-05-09,check
asset 7,route 2,,ip_mp_fm,2023-05-09,check
asset 8,route 2,,ip_pad,2023-05-09,check
well 1,route 2,gas-lift,well/pad,2023-05-09,"check, validate"
well 10,route 2,esp,well/pad,2023-05-09,"check, validate"
well 19,route 2,gas-lift,well/pad,2023-05-09,"check, validate"
well 24,route 2,plunger,well/pad,2023-05-09,"check, validate"
well 26,route 2,plunger,well/pad,2023-05-09,"check, validate"
well 30,route 2,plunger,well/pad,2023-05-09,"check, validate"
well 33,route 2,esp,well/pad,2023-05-09,"check, validate"
well 39,route 2,plunger,well/pad,2023-05-09,"check, validate"
well 41,route 2,gas-lift,well/pad,2023-05-09,"check, validate"
well 47,route 2,gas-lift,well/pad,2023-05-09,"check, validate"
well 51,route 2,plunger,well/pad,2023-05-09,"check, validate"
